,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
ABCA10,0.43378983711567726,-0.015108683491126049,-0.22548243430381604,-0.006809733597897351,-0.07820345744452312,0.004001386856952558,0.04996995269596638,-0.1682722543239159,0.0085124958979223,0.007252821956354009,0.04133646523242099,0.15090274813686066,-0.029860976126465898
ABCA11P,0.09074277107521224,-0.011591804406372565,-0.07152200125632376,0.10244742988220967,-0.13290255419234678,-0.057763635868203565,0.01680943780598607,-0.015497702306030942,-0.005215847300757234,0.01036839262961968,-0.02153911640601102,0.23431737426225843,0.058149420211811964
ABCA12,-0.008541224900996446,0.18981347814595062,-0.016879784462598697,-0.3019470311853932,0.0118182609810713,-0.046574505011579434,0.0033410589554880256,0.03995614485356221,-0.01757124149726887,0.22554980875834751,-0.020269542068304364,0.034426120783169284,-0.009780512670565346
ABCA13,-0.008134350445385012,0.04886872905092694,-0.029402801197779882,-0.1965825680485184,-0.04457145994628356,-0.07957238590969708,-0.04136462605843738,0.08190066321371454,0.010755708339061833,0.10604763970750532,0.028965825510106624,-0.0019822837732825036,0.43927935522441586
ABCA17P,0.007731199964221931,0.007513553442430559,-0.20408073963408424,-0.020723470445303507,0.4508383206581664,-0.02140525434106276,0.23247267235927752,-0.009305846205915418,-0.10008893880267065,0.04603476428531982,0.001652019443534147,0.0011422735291353302,0.006952487667174524
ABCA2,-0.00677118123205327,0.009171666389254613,-0.031153607699901158,0.08527174043231599,0.5995713722118855,-0.1468837334772189,-0.0021838148460434333,0.24117700112462742,0.6606242603900978,-0.08181685202173758,-0.0002778334882296786,-0.055074922092256874,-0.2918326137892012
ABCA3,0.16583173649426708,-0.3550808994186655,-0.21230906712070427,0.004638394284108262,0.27236501427431714,0.08311568624820927,0.055702677578999306,0.09567086916368661,-0.009277517156875536,-0.0749083618050488,0.028651898769922076,-0.011825548648700997,-0.2946851768576581
ABCA4,-0.10940757923715333,0.15020975151182078,0.0023913692757317547,0.007638032209592835,0.09157412217428781,0.022130757467344987,0.2681016919324925,0.09135984715687753,-0.3063638382915127,-0.02394546654057134,-0.023956623862828506,0.04091817363190427,0.06947104929363151
ABCA5,0.2928217220782595,-0.36170474108573697,-0.014155647004198572,-0.2913347206923303,-0.5048343594582714,-0.028748077600915866,0.17096569622920557,-0.056902488550505066,0.11713452580032772,0.03274020640564571,0.02570950578230459,0.32938430976073385,-0.055142433497280784
ABCA6,0.447378258348642,0.13656583762198757,-0.13246020937164954,0.0516027062350591,-0.04015823847561501,0.020538897859261128,0.00024345899101336355,-0.04334933498644945,0.010610326175442483,0.0117484817393372,0.014008826172557842,-0.021022253067537865,0.01894874940668982
ABCA7,0.012527759780301686,-0.010706711343718646,0.014612193780904137,0.32885457991840383,0.5064727776313452,-0.08113879751580401,-0.055751941202623716,-0.0028285580995876243,0.040349280568772156,-0.3181777045160388,-0.0034593022404473188,0.03914439867942313,-0.07311300846403539
ABCA8,0.4264533487374375,0.013183146103486492,-0.18782087125597202,0.009369918164743104,-0.023467172424140686,0.14742807537827443,-0.003312463577090717,-0.03630598877288057,-0.008658021254216284,-0.023328082871150492,0.0001920231920710136,0.008217634502968542,0.0317822692412505
