,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
FAM171A1,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
ITGA8,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
MINDY3,-0.0029080437974287844,-0.1428431189376971,0.004304562829286884,0.005181452626099339,-0.0350549354927676,0.5395849104923383,-0.23326350591461703,-0.30924836213872275,-0.013516819242702692,0.06885553646303909,0.10876674162380583,-0.04755726565751635,0.07849297610075401
PTER,-0.0037611958076062446,-0.1456721647145304,0.005102074830111391,0.004424630020172062,-0.03262166279662005,0.5393623080661271,-0.23975643330086363,-0.3173930473480064,-0.011403422409733141,0.07041682879866404,0.10350613070975316,-0.03624029008917276,0.08344242646172137
C1QL3,-0.0037611958076062446,-0.1456721647145304,0.005102074830111391,0.004424630020172062,-0.03262166279662005,0.5393623080661271,-0.23975643330086363,-0.3173930473480064,-0.011403422409733141,0.07041682879866404,0.10350613070975316,-0.03624029008917276,0.08344242646172137
RSU1,-0.0037611958076062446,-0.1456721647145304,0.005102074830111391,0.004424630020172062,-0.03262166279662005,0.5393623080661271,-0.23975643330086363,-0.3173930473480064,-0.011403422409733141,0.07041682879866404,0.10350613070975316,-0.03624029008917276,0.08344242646172137
CUBN,-0.003822286117530089,-0.14537887551734052,0.00474543548902366,0.004336965049148732,-0.03331260394694663,0.5431633818535623,-0.2359639187921104,-0.3189605381247989,-0.011740046512337123,0.0690268175835837,0.10251973577801694,-0.03576210801028336,0.08096356804185094
TRDMT1,-0.004282784166199728,-0.12983553187614508,0.00033050815595288193,0.0028357481016352865,-0.03748218324085043,0.561331929001462,-0.16593009629684966,-0.30652200698855797,-0.015325598095599033,0.048818673631262105,0.07719155854528884,-0.030281193508466843,0.050587289161676596
VIM,-0.004282784166199728,-0.12983553187614508,0.00033050815595288193,0.0028357481016352865,-0.03748218324085043,0.561331929001462,-0.16593009629684966,-0.30652200698855797,-0.015325598095599033,0.048818673631262105,0.07719155854528884,-0.030281193508466843,0.050587289161676596
ST8SIA6,-0.004219594445036766,-0.12920998341282217,0.0004409726643937629,0.002904221253146572,-0.03754999278038663,0.5612130549628915,-0.166032066747845,-0.30680635744747986,-0.015074458969257623,0.04834054199293502,0.0766997756742605,-0.030460082164629317,0.05034152381802014
HACD1,-0.004736344346306705,-0.134818326572313,0.002895688308660259,0.0035865033215204734,-0.033109424787754166,0.5708813007203202,-0.15542323850475784,-0.30137104470440707,-0.015251079892751648,0.034798825311038555,0.06932418853090581,-0.04876232563132779,0.06317753580080883
STAM,-0.004736344346306705,-0.134818326572313,0.002895688308660259,0.0035865033215204734,-0.033109424787754166,0.5708813007203202,-0.15542323850475784,-0.30137104470440707,-0.015251079892751648,0.034798825311038555,0.06932418853090581,-0.04876232563132779,0.06317753580080883
TMEM236,-0.004736344346306705,-0.134818326572313,0.002895688308660259,0.0035865033215204734,-0.033109424787754166,0.5708813007203202,-0.15542323850475784,-0.30137104470440707,-0.015251079892751648,0.034798825311038555,0.06932418853090581,-0.04876232563132779,0.06317753580080883
MRC1,-0.004736344346306705,-0.134818326572313,0.002895688308660259,0.0035865033215204734,-0.033109424787754166,0.5708813007203202,-0.15542323850475784,-0.30137104470440707,-0.015251079892751648,0.034798825311038555,0.06932418853090581,-0.04876232563132779,0.06317753580080883
SLC39A12,-0.004736344346306705,-0.134818326572313,0.002895688308660259,0.0035865033215204734,-0.033109424787754166,0.5708813007203202,-0.15542323850475784,-0.30137104470440707,-0.015251079892751648,0.034798825311038555,0.06932418853090581,-0.04876232563132779,0.06317753580080883
CACNB2,-0.0037659107633115792,-0.1441390937633695,0.004513462117128512,0.004388112961315472,-0.03425331141186125,0.5463622191491473,-0.23165676317802567,-0.3208549915471442,-0.01167977297132924,0.06715014826062278,0.10030036506805289,-0.03522659358863199,0.07708192831092796
NSUN6,-0.0037377374871278095,-0.14397305516964654,0.004487186522097702,0.004379983288758777,-0.034276336154757614,0.5454164400799235,-0.23241020328651094,-0.3207310919445714,-0.011617391497147139,0.0679763860333594,0.1006515225852306,-0.03477989280078174,0.07683603844980628
ARL5B,-0.0037377374871278095,-0.14397305516964654,0.004487186522097702,0.004379983288758777,-0.034276336154757614,0.5454164400799235,-0.23241020328651094,-0.3207310919445714,-0.011617391497147139,0.0679763860333594,0.1006515225852306,-0.03477989280078174,0.07683603844980628
MALRD1,-0.002742729932260307,-0.13621382578806304,0.006273946212730576,0.003457289562478903,-0.03756439637249272,0.5322517282884655,-0.2102191120730514,-0.3249570107326526,-0.010407965133643773,0.07009969533357972,0.09613546181454083,-0.02618276666534487,0.11400833045918946
PLXDC2,-0.0002652198577691331,-0.1223808834957108,0.010077018007245591,0.0011405948917289014,-0.04721368605652197,0.48164664771286225,-0.14231069812595695,-0.3315978136557615,-0.00483918505691306,0.06659816630646823,0.07625134137127858,-0.013390095317336996,0.2057824656221418
NEBL,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
C10orf113,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
CASC10,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
SKIDA1,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
MLLT10,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
